city,property_type,price,accommodates,room_type,host_neighbourhood,Latitudes,Longitudes,number_of_reviews,number_of_reviews
Montreal,Apartment,64.0,3,Entire home/apt,Villeray-Saint-Michel-Parc-Extension,-73.61194,45.54527,9,9
Montreal,Apartment,301.0,16,Entire home/apt,Notre-Dame-de-Grace,-73.64578,45.47208,15,15
Montreal,Apartment,30.0,2,Private room,La Petite-Patrie,-73.59951,45.53298,2,2
Montreal,House,60.0,2,Private room,Pointe-Claire,-73.82578,45.42679,73,73
Montreal,Townhouse,70.0,2,Private room,Hochelaga-Maisonneuve,-73.54584,45.55933,25,25
Montreal,Apartment,78.0,4,Entire home/apt,Le Plateau,-73.57857,45.52617,23,23
Montreal,House,250.0,6,Entire home/apt,0,-73.54197,45.6127,0,0
Montreal,Apartment,30.0,1,Private room,Mile End,-73.59151,45.52503,2,2
Montreal,House,30.0,2,Private room,Le Sud-Ouest,-73.58947,45.45504,13,13
Montreal,Loft,70.0,3,Entire home/apt,Old Montreal,-73.55989,45.50336,35,35
Montreal,Serviced apartment,99.0,2,Entire home/apt,Downtown Montreal,-73.55963,45.49907,0,0
Montreal,Apartment,35.0,2,Private room,Le Plateau,-73.58029,45.52042,51,51
Montreal,House,136.0,4,Entire home/apt,Le Plateau,-73.5677,45.53083,27,27
Montreal,House,42.0,4,Entire home/apt,Mercier-Hochelaga-Maisonneuve,-73.54044,45.5785,0,0
Montreal,Apartment,42.0,2,Entire home/apt,Outremont,-73.62099,45.5179,24,24
Montreal,Apartment,240.0,6,Entire home/apt,Old Rosemont,-73.57623,45.5485,0,0
Montreal,Apartment,25.0,1,Private room,Downtown Montreal,-73.58179,45.494,1,1
Montreal,Serviced apartment,60.0,2,Entire home/apt,Downtown Montreal,-73.5761,45.49295,1,1
Montreal,Apartment,93.0,2,Entire home/apt,Downtown Montreal,-73.57226,45.49653,0,0
Montreal,Apartment,30.0,2,Private room,McGill Ghetto,-73.5772,45.50893,117,117
Montreal,Apartment,85.0,6,Entire home/apt,McGill Ghetto,-73.57589,45.5081,71,71
Montreal,House,199.0,12,Entire home/apt,Villeray,-73.63296,45.54191,55,55
Montreal,Condominium,178.0,5,Entire home/apt,Downtown Montreal,-73.57043,45.4968,11,11
Montreal,Apartment,20.0,2,Private room,Le Plateau,-73.58341,45.51726,1,1
Montreal,Apartment,60.0,4,Entire home/apt,Ville-Marie,-73.54414,45.52984,4,4
Montreal,Apartment,75.0,4,Entire home/apt,Mile End,-73.60547,45.5326,2,2
Montreal,Apartment,68.0,2,Entire home/apt,Downtown Montreal,-73.57906,45.49463,21,21
Montreal,Apartment,20.0,1,Private room,Mile End,-73.60294,45.52529,1,1
Montreal,Serviced apartment,81.0,2,Entire home/apt,Downtown Montreal,-73.56466,45.50362,0,0
Montreal,Townhouse,75.0,2,Private room,0,-73.57365,45.53145,8,8
Montreal,Apartment,60.0,2,Entire home/apt,Le Plateau,-73.5851,45.53195,2,2
Montreal,Serviced apartment,140.0,4,Entire home/apt,Downtown Montreal,-73.56243,45.50377,0,0
Montreal,Guesthouse,40.0,4,Private room,Montréal-Nord,-73.61619,45.61603,31,31
Montreal,Loft,199.0,6,Private room,Old Port,-73.55211,45.50787,0,0
