city,property_type,price,accommodates,room_type,host_neighbourhood,Latitudes,Longitudes,number_of_reviews,number_of_reviews
Barcelona,Bed and breakfast,45.0,2,Private room,Sants-Montjuïc,2.15144,41.38256,44,44
Barcelona,Apartment,52.0,2,Private room,El Poblenou,2.19603,41.39933,22,22
Barcelona,Apartment,14.0,2,Private room,0,2.15881,41.39925,47,47
Barcelona,Loft,100.0,3,Entire home/apt,L'Antiga Esquerra de l'Eixample,2.1588,41.38829,257,257
Barcelona,Apartment,15.0,2,Private room,La Sagrada Família,2.181,41.40318,99,99
Barcelona,Apartment,29.0,3,Private room,Camp d'en Grassot i Gràcia Nova,2.16632,41.40419,59,59
Barcelona,Apartment,106.0,4,Entire home/apt,Dreta de l'Eixample,2.16073,41.39542,35,35
Barcelona,Apartment,74.0,4,Entire home/apt,Vallcarca i els Penitents,2.15816,41.38974,0,0
Barcelona,Apartment,200.0,7,Entire home/apt,Sant Gervasi - Galvany,2.14977,41.39483,32,32
Barcelona,Apartment,25.0,2,Private room,El Poble-sec,2.16187,41.37292,42,42
Barcelona,Apartment,25.0,2,Private room,0,2.15207,41.40124,6,6
Barcelona,Apartment,40.0,2,Private room,el Fort Pienc,2.18269,41.40006,13,13
Barcelona,Apartment,19.0,2,Private room,El Clot,2.187,41.41361,0,0
Barcelona,Apartment,70.0,2,Private room,Vila de Gràcia,2.16072,41.406,8,8
Barcelona,Condominium,75.0,4,Entire home/apt,0,2.17851,41.40943,8,8
Barcelona,Apartment,25.0,2,Private room,0,2.13769,41.3646,87,87
Barcelona,Apartment,65.0,2,Private room,0,2.18339,41.38499,202,202
Barcelona,Other,55.0,4,Entire home/apt,0,2.19151,41.38024,2,2
Barcelona,Apartment,26.0,2,Private room,0,2.17691,41.40525,32,32
Barcelona,Apartment,32.0,3,Private room,L'Antiga Esquerra de l'Eixample,2.14387,41.38765,13,13
Barcelona,Apartment,30.0,2,Private room,La Vila Olímpica,2.1966,41.39356,92,92
Barcelona,Apartment,15.0,4,Entire home/apt,El Poble-sec,2.16837,41.37295,4,4
Barcelona,Apartment,70.0,6,Entire home/apt,La Sagrada Família,2.1724,41.40648,76,76
Barcelona,Apartment,14.0,1,Private room,el Fort Pienc,2.18628,41.39811,17,17
Barcelona,Apartment,125.0,4,Entire home/apt,0,2.1539,41.39584,6,6
Barcelona,Apartment,30.0,1,Private room,0,2.15266,41.40163,8,8
Barcelona,Apartment,25.0,1,Private room,0,2.1617,41.39866,0,0
Barcelona,Apartment,37.0,3,Private room,La Nova Esquerra de l'Eixample,2.15059,41.37897,49,49
Barcelona,Apartment,22.0,1,Private room,L'Antiga Esquerra de l'Eixample,2.14983,41.38533,1,1
Barcelona,Apartment,60.0,2,Private room,0,2.16472,41.40411,3,3
Barcelona,Apartment,550.0,10,Entire home/apt,La Nova Esquerra de l'Eixample,2.15648,41.41896,14,14
Barcelona,Apartment,17.0,1,Private room,Sant Antoni,2.15252,41.37667,25,25
Barcelona,Apartment,84.0,3,Private room,La Nova Esquerra de l'Eixample,2.16278,41.38545,42,42
Barcelona,Serviced apartment,66.0,2,Private room,el Fort Pienc,2.17911,41.39691,1,1
